college_id,college_name,location,ranking,type,specializations_offered,average_cutoff_gre,average_cutoff_gate,average_cutoff_gmat,average_cutoff_sat,average_cutoff_toefl,average_cutoff_ielts,average_cutoff_gpa,tuition_fee_per_year,financial_aid_offered,application_deadline,program_duration,acceptance_rate,faculty_count,student_to_faculty_ratio,research_output,alumni_network_strength,campus_facilities,international_student_support,internship_opportunities,placement_rate,average_starting_salary,research_funding,industry_connections,accreditation,extracurricular_opportunities,housing_availability,preferred_countries,notable_alumni,program_language
282,College_282,"Sydney, Australia",197,Public,Cyber Security,335,58,761,1349,100,6.7,3.79,46728,No,"December 10, 2024",3 years,25,340,20:1,Low,Weak,"Recreational Centers, Labs",Yes,Yes,86,69997,$67M annually,No,ABET,"Sports, Clubs, Hackathons",Yes,India,Alumni_27,French
283,College_283,"Tokyo, Japan",283,Public,Robotics,294,75,743,1366,113,7.4,2.64,33405,No,"December 5, 2024",4 years,36,372,5:1,High,Medium,"Labs, Libraries, Sports facilities",No,Yes,89,86647,$32M annually,Yes,None,"Clubs, Music",Yes,Australia,Alumni_95,Mandarin
284,College_284,"Mumbai, India",32,Private,Data Science,299,72,723,1462,84,7.3,3.88,56039,No,"December 30, 2024",4 years,81,339,5:1,Low,Strong,"Recreational Centers, Labs",Yes,Yes,85,96275,$99M annually,Yes,None,"Sports, Clubs, Hackathons",Yes,Germany,Alumni_81,Mandarin
285,College_285,"Sydney, Australia",195,Public,Artificial Intelligence,298,69,744,1552,96,7.2,2.53,24756,Yes,"December 16, 2024",3 years,62,434,9:1,Low,Medium,"Labs, Libraries, Sports facilities",Yes,No,64,52443,$25M annually,No,ABET,"Clubs, Music",Yes,Australia,Alumni_94,French
286,College_286,"Sydney, Australia",125,Private,Artificial Intelligence,313,93,699,1262,92,7.4,3.61,39024,No,"December 21, 2024",4 years,31,230,18:1,High,Weak,"Labs, Libraries, Sports facilities",No,No,55,120096,$71M annually,No,ABET,"Sports, Clubs, Hackathons",Yes,USA,Alumni_98,Hindi
287,College_287,"California, USA",173,Public,Data Science,307,100,747,1589,110,6.5,3.82,27337,No,"December 17, 2024",1 years,28,328,5:1,High,Strong,"Libraries, Sports fields",No,No,86,133868,$40M annually,No,ABET,"Sports, Clubs, Hackathons",No,Australia,Alumni_76,German
288,College_288,"Tokyo, Japan",288,Public,Robotics,336,96,609,1377,87,8.6,2.63,58252,Yes,"December 19, 2024",3 years,27,437,13:1,Low,Weak,"Libraries, Sports fields",No,No,73,112743,$21M annually,Yes,ABET,"Sports, Music",No,UK,Alumni_34,English
289,College_289,"Mumbai, India",93,Public,Data Science,335,78,756,1278,104,6.0,3.29,29034,No,"December 6, 2024",4 years,18,491,12:1,Low,Strong,"Dorms, Labs",No,Yes,63,61626,$53M annually,Yes,None,"Sports, Clubs, Hackathons",No,Germany,Alumni_96,German
290,College_290,"California, USA",88,Public,Cyber Security,339,55,618,1471,81,6.6,3.01,25595,Yes,"December 27, 2024",4 years,35,250,5:1,High,Weak,"Libraries, Sports fields",No,No,100,106348,$59M annually,No,ABET,"Clubs, Music",No,Germany,Alumni_46,Japanese
291,College_291,"Sydney, Australia",219,Private,Mechanical Design,331,93,657,1272,91,8.1,2.99,17194,No,"December 4, 2024",2 years,55,325,14:1,Low,Strong,"Libraries, Sports fields",Yes,No,95,92361,$88M annually,No,None,"Clubs, Music",No,Germany,Alumni_60,German
292,College_292,"Mumbai, India",81,Public,Machine Learning,319,90,770,1305,94,7.2,3.96,20955,Yes,"December 21, 2024",3 years,16,52,14:1,High,Weak,"Recreational Centers, Labs",No,Yes,92,139590,$24M annually,Yes,ABET,"Sports, Music",No,UK,Alumni_78,Mandarin
293,College_293,"Mumbai, India",92,Private,Cyber Security,310,99,609,1594,80,6.2,3.92,46104,Yes,"December 29, 2024",4 years,20,157,7:1,High,Strong,"Labs, Libraries, Sports facilities",No,Yes,82,124434,$61M annually,Yes,None,"Clubs, Music",Yes,UK,Alumni_97,German
294,College_294,"Tokyo, Japan",164,Public,Robotics,296,52,639,1450,101,7.2,2.91,19797,No,"December 29, 2024",4 years,32,147,7:1,Low,Medium,"Labs, Libraries, Sports facilities",No,Yes,51,138891,$40M annually,Yes,ABET,"Sports, Music",No,Japan,Alumni_34,French
295,College_295,"California, USA",103,Public,Cyber Security,318,88,658,1334,102,8.1,3.23,13330,Yes,"December 21, 2024",2 years,86,491,16:1,High,Strong,"Recreational Centers, Labs",Yes,No,73,124878,$85M annually,No,None,"Sports, Music",No,UK,Alumni_45,French
296,College_296,"California, USA",8,Public,Machine Learning,326,85,666,1542,92,8.9,2.78,15285,Yes,"December 9, 2024",3 years,11,393,19:1,Low,Weak,"Labs, Libraries, Sports facilities",Yes,No,81,112412,$72M annually,No,None,"Sports, Clubs, Hackathons",No,USA,Alumni_75,German
297,College_297,"Tokyo, Japan",212,Private,Robotics,299,89,627,1273,99,7.2,3.21,44021,Yes,"December 14, 2024",3 years,22,177,13:1,Medium,Strong,"Labs, Libraries, Sports facilities",No,No,84,87011,$89M annually,No,ABET,"Sports, Music",Yes,Japan,Alumni_58,Japanese
298,College_298,"Tokyo, Japan",280,Private,Data Science,336,60,632,1493,81,7.1,3.75,34072,Yes,"December 8, 2024",1 years,25,313,13:1,Medium,Strong,"Libraries, Sports fields",No,Yes,70,88433,$91M annually,No,ABET,"Sports, Clubs, Hackathons",No,Japan,Alumni_41,Japanese
299,College_299,"Berlin, Germany",150,Public,Cyber Security,322,53,782,1474,118,7.8,3.96,55197,No,"December 31, 2024",1 years,79,460,14:1,Low,Medium,"Recreational Centers, Labs",No,Yes,77,87116,$89M annually,Yes,None,"Sports, Music",No,Australia,Alumni_97,Mandarin
300,College_300,"California, USA",19,Public,Machine Learning,335,95,745,1269,110,6.6,3.96,42799,Yes,"December 22, 2024",3 years,39,224,16:1,Low,Medium,"Recreational Centers, Labs",No,No,67,116037,$54M annually,Yes,None,"Sports, Clubs, Hackathons",Yes,UK,Alumni_33,Japanese
301,College_301,"London, UK",1,Public,Data Science,333,56,793,1435,87,8.6,3.59,26911,Yes,"December 6, 2024",1 years,75,69,12:1,High,Weak,"Dorms, Labs",No,No,72,63655,$36M annually,No,None,"Sports, Clubs, Hackathons",Yes,Japan,Alumni_87,French
302,College_302,"London, UK",145,Public,Robotics,328,71,645,1507,109,6.6,3.57,58729,No,"December 16, 2024",1 years,10,336,11:1,Low,Weak,"Dorms, Labs",Yes,No,60,110235,$76M annually,Yes,ABET,"Sports, Clubs, Hackathons",No,UK,Alumni_71,Hindi
303,College_303,"Tokyo, Japan",184,Private,Artificial Intelligence,330,83,772,1401,97,7.9,2.7,25519,Yes,"December 18, 2024",3 years,62,490,11:1,Low,Weak,"Libraries, Sports fields",Yes,Yes,98,77271,$95M annually,No,ABET,"Sports, Clubs, Hackathons",Yes,Australia,Alumni_23,Hindi
304,College_304,"Tokyo, Japan",56,Public,Artificial Intelligence,294,86,688,1547,81,6.6,2.78,26062,No,"December 18, 2024",2 years,61,132,15:1,High,Weak,"Dorms, Labs",Yes,No,94,130364,$29M annually,Yes,ABET,"Sports, Music",No,Japan,Alumni_73,Japanese
305,College_305,"California, USA",139,Public,Cyber Security,309,100,765,1488,86,7.0,3.2,40285,No,"December 30, 2024",2 years,44,146,10:1,Medium,Weak,"Dorms, Labs",Yes,Yes,97,58781,$22M annually,No,None,"Sports, Music",No,India,Alumni_12,Mandarin
306,College_306,"London, UK",46,Public,Artificial Intelligence,296,99,667,1237,111,6.6,3.09,24076,Yes,"December 31, 2024",4 years,16,288,17:1,Low,Weak,"Labs, Libraries, Sports facilities",Yes,No,79,111941,$20M annually,No,ABET,"Sports, Clubs, Hackathons",Yes,UK,Alumni_8,English
307,College_307,"London, UK",285,Private,Mechanical Design,303,82,736,1492,84,7.9,2.6,42235,No,"December 11, 2024",2 years,63,219,11:1,High,Strong,"Libraries, Sports fields",Yes,Yes,71,123495,$52M annually,No,ABET,"Clubs, Music",No,USA,Alumni_69,German
308,College_308,"London, UK",76,Private,Cyber Security,336,63,678,1215,92,6.5,3.09,17646,No,"December 20, 2024",2 years,10,135,18:1,High,Medium,"Libraries, Sports fields",No,Yes,68,129448,$55M annually,No,None,"Sports, Clubs, Hackathons",Yes,Japan,Alumni_62,Hindi
309,College_309,"Berlin, Germany",94,Private,Mechanical Design,320,53,783,1217,89,8.9,3.72,56533,No,"December 27, 2024",2 years,89,223,20:1,High,Medium,"Labs, Libraries, Sports facilities",Yes,Yes,94,80778,$67M annually,Yes,None,"Sports, Clubs, Hackathons",Yes,UK,Alumni_39,French
310,College_310,"Mumbai, India",68,Public,Robotics,293,94,676,1380,115,7.2,3.86,25422,Yes,"December 30, 2024",1 years,42,349,8:1,Medium,Weak,"Dorms, Labs",No,No,75,130889,$12M annually,Yes,ABET,"Sports, Music",No,India,Alumni_46,German
311,College_311,"Berlin, Germany",224,Private,Artificial Intelligence,306,88,659,1383,111,6.2,3.04,49430,Yes,"December 13, 2024",2 years,85,219,19:1,High,Medium,"Dorms, Labs",No,Yes,51,110888,$80M annually,Yes,None,"Clubs, Music",Yes,Australia,Alumni_9,Japanese
312,College_312,"Mumbai, India",253,Private,Cyber Security,329,97,768,1355,101,6.9,2.65,28155,No,"December 15, 2024",2 years,82,315,5:1,High,Medium,"Libraries, Sports fields",No,Yes,59,66880,$71M annually,No,None,"Sports, Clubs, Hackathons",No,UK,Alumni_81,German
313,College_313,"Sydney, Australia",63,Public,Machine Learning,300,74,800,1297,85,6.2,2.78,58749,No,"December 25, 2024",1 years,56,221,7:1,Low,Medium,"Dorms, Labs",Yes,Yes,59,80563,$47M annually,No,ABET,"Clubs, Music",Yes,Japan,Alumni_78,German
314,College_314,"Tokyo, Japan",213,Public,Data Science,324,60,732,1396,81,8.1,2.64,56049,No,"December 20, 2024",2 years,18,167,9:1,High,Strong,"Dorms, Labs",Yes,Yes,57,131479,$12M annually,No,None,"Sports, Music",Yes,UK,Alumni_13,English
315,College_315,"London, UK",158,Public,Machine Learning,339,95,664,1474,84,8.2,2.79,18270,Yes,"December 13, 2024",2 years,60,401,7:1,High,Weak,"Labs, Libraries, Sports facilities",Yes,No,61,89787,$96M annually,No,ABET,"Sports, Music",Yes,UK,Alumni_74,Hindi
316,College_316,"Sydney, Australia",92,Public,Mechanical Design,293,77,780,1274,109,8.2,3.99,50073,No,"December 7, 2024",4 years,51,91,15:1,Low,Strong,"Libraries, Sports fields",No,Yes,65,54659,$81M annually,Yes,ABET,"Sports, Clubs, Hackathons",No,UK,Alumni_75,German
317,College_317,"Tokyo, Japan",21,Private,Machine Learning,290,99,681,1510,116,8.6,3.06,29760,Yes,"December 20, 2024",2 years,16,97,15:1,High,Medium,"Dorms, Labs",Yes,No,53,53393,$31M annually,No,ABET,"Clubs, Music",No,Japan,Alumni_52,English
318,College_318,"Mumbai, India",33,Public,Machine Learning,306,72,750,1462,112,8.3,3.79,51387,No,"December 26, 2024",4 years,26,449,5:1,High,Medium,"Labs, Libraries, Sports facilities",Yes,Yes,100,57640,$99M annually,No,None,"Clubs, Music",Yes,Germany,Alumni_78,German
319,College_319,"California, USA",42,Private,Mechanical Design,333,81,654,1453,96,7.0,2.68,36031,No,"December 18, 2024",2 years,16,455,6:1,Low,Weak,"Dorms, Labs",No,No,86,64075,$24M annually,Yes,None,"Sports, Clubs, Hackathons",No,India,Alumni_17,Japanese
320,College_320,"Tokyo, Japan",107,Private,Machine Learning,304,55,756,1544,90,6.2,3.43,59376,Yes,"December 4, 2024",1 years,74,500,16:1,Low,Strong,"Dorms, Labs",Yes,No,75,138329,$14M annually,Yes,None,"Sports, Clubs, Hackathons",No,India,Alumni_13,Mandarin
321,College_321,"London, UK",257,Public,Data Science,294,77,613,1232,93,9.0,2.59,16909,Yes,"December 2, 2024",1 years,77,199,5:1,High,Weak,"Recreational Centers, Labs",Yes,No,68,111504,$36M annually,No,ABET,"Sports, Music",No,India,Alumni_96,German
322,College_322,"Berlin, Germany",180,Public,Data Science,308,83,730,1402,83,6.4,3.98,38134,Yes,"December 11, 2024",3 years,43,69,9:1,High,Strong,"Dorms, Labs",No,Yes,93,97562,$41M annually,Yes,None,"Sports, Clubs, Hackathons",Yes,Germany,Alumni_33,English
323,College_323,"Mumbai, India",267,Public,Cyber Security,321,67,681,1264,100,8.1,3.67,56080,Yes,"December 2, 2024",4 years,17,186,16:1,Medium,Medium,"Libraries, Sports fields",Yes,No,63,61361,$46M annually,Yes,None,"Sports, Clubs, Hackathons",Yes,India,Alumni_32,Hindi
324,College_324,"Mumbai, India",215,Public,Artificial Intelligence,318,80,604,1560,81,8.7,3.56,10605,Yes,"December 9, 2024",2 years,44,439,7:1,Medium,Weak,"Dorms, Labs",No,No,72,149546,$72M annually,Yes,ABET,"Sports, Clubs, Hackathons",Yes,India,Alumni_42,Japanese
325,College_325,"Sydney, Australia",256,Private,Data Science,311,83,696,1224,107,8.6,3.2,50362,Yes,"December 24, 2024",4 years,47,61,20:1,High,Strong,"Recreational Centers, Labs",Yes,Yes,78,60733,$35M annually,No,None,"Sports, Clubs, Hackathons",Yes,India,Alumni_53,Mandarin
326,College_326,"Sydney, Australia",222,Private,Artificial Intelligence,333,51,722,1231,90,8.2,3.21,43005,No,"December 7, 2024",1 years,46,433,17:1,Medium,Medium,"Libraries, Sports fields",Yes,Yes,55,127203,$75M annually,No,ABET,"Clubs, Music",No,Germany,Alumni_56,French
327,College_327,"California, USA",165,Public,Data Science,332,97,709,1430,95,7.0,3.04,33445,No,"December 10, 2024",3 years,25,221,8:1,Low,Medium,"Recreational Centers, Labs",Yes,Yes,55,82175,$42M annually,Yes,None,"Sports, Music",Yes,Germany,Alumni_70,Hindi
328,College_328,"Tokyo, Japan",11,Public,Robotics,308,68,659,1365,100,8.5,3.18,46268,Yes,"December 26, 2024",3 years,32,76,12:1,High,Strong,"Labs, Libraries, Sports facilities",Yes,Yes,98,54502,$39M annually,No,ABET,"Clubs, Music",No,Germany,Alumni_95,German
329,College_329,"London, UK",6,Private,Mechanical Design,296,100,751,1521,90,7.2,2.52,32825,Yes,"December 20, 2024",1 years,23,169,7:1,Low,Weak,"Recreational Centers, Labs",Yes,Yes,86,107952,$31M annually,No,None,"Sports, Clubs, Hackathons",No,Germany,Alumni_1,French
330,College_330,"California, USA",101,Public,Artificial Intelligence,329,100,721,1500,103,7.7,2.94,37541,No,"December 14, 2024",4 years,90,219,12:1,Low,Weak,"Labs, Libraries, Sports facilities",Yes,Yes,69,59017,$89M annually,No,ABET,"Sports, Music",No,UK,Alumni_2,Hindi
331,College_331,"London, UK",236,Public,Machine Learning,321,98,603,1219,87,7.4,3.36,35493,Yes,"December 26, 2024",4 years,66,375,14:1,High,Strong,"Libraries, Sports fields",Yes,Yes,87,133232,$42M annually,Yes,ABET,"Sports, Clubs, Hackathons",Yes,USA,Alumni_52,Japanese
332,College_332,"Tokyo, Japan",243,Private,Data Science,337,58,717,1523,105,6.4,3.94,16969,Yes,"December 3, 2024",4 years,70,95,19:1,Medium,Strong,"Recreational Centers, Labs",Yes,Yes,82,112407,$17M annually,Yes,None,"Clubs, Music",No,Australia,Alumni_98,Mandarin
333,College_333,"Tokyo, Japan",299,Private,Robotics,327,89,684,1459,80,8.1,3.98,16459,Yes,"December 12, 2024",1 years,49,381,15:1,High,Medium,"Recreational Centers, Labs",Yes,No,65,99726,$10M annually,No,None,"Sports, Music",No,India,Alumni_74,French
334,College_334,"Sydney, Australia",185,Public,Artificial Intelligence,337,91,686,1212,115,7.8,3.14,32271,Yes,"December 2, 2024",4 years,43,56,8:1,High,Medium,"Labs, Libraries, Sports facilities",Yes,Yes,63,81387,$58M annually,Yes,None,"Sports, Music",No,India,Alumni_72,Mandarin
335,College_335,"California, USA",290,Public,Machine Learning,332,88,709,1272,85,8.6,2.84,13021,Yes,"December 9, 2024",3 years,57,424,10:1,High,Medium,"Recreational Centers, Labs",No,No,52,131312,$81M annually,Yes,None,"Sports, Clubs, Hackathons",Yes,India,Alumni_67,Japanese
336,College_336,"London, UK",157,Private,Cyber Security,309,66,678,1257,118,6.6,2.58,52049,Yes,"December 26, 2024",4 years,38,274,6:1,Medium,Strong,"Recreational Centers, Labs",No,Yes,82,62689,$89M annually,Yes,ABET,"Clubs, Music",Yes,Australia,Alumni_42,Hindi
337,College_337,"Mumbai, India",300,Public,Cyber Security,312,92,696,1571,115,7.5,2.76,28242,No,"December 26, 2024",3 years,66,144,7:1,Medium,Weak,"Labs, Libraries, Sports facilities",No,Yes,62,141860,$90M annually,No,ABET,"Sports, Clubs, Hackathons",No,Australia,Alumni_54,French
338,College_338,"Tokyo, Japan",7,Private,Artificial Intelligence,315,72,744,1564,105,7.8,2.74,29332,Yes,"December 13, 2024",3 years,71,238,10:1,High,Medium,"Libraries, Sports fields",No,No,51,132722,$51M annually,Yes,None,"Sports, Clubs, Hackathons",No,Japan,Alumni_18,French
339,College_339,"Sydney, Australia",12,Public,Robotics,304,78,795,1370,119,6.8,3.54,26253,No,"December 14, 2024",4 years,75,239,10:1,Medium,Weak,"Dorms, Labs",Yes,No,62,135031,$100M annually,Yes,None,"Sports, Music",No,Australia,Alumni_14,French
340,College_340,"Sydney, Australia",69,Private,Cyber Security,340,54,690,1458,101,8.9,4.0,29911,No,"December 8, 2024",2 years,89,292,11:1,High,Medium,"Labs, Libraries, Sports facilities",No,No,82,111054,$74M annually,No,None,"Clubs, Music",Yes,UK,Alumni_38,Japanese
341,College_341,"Tokyo, Japan",233,Private,Artificial Intelligence,327,94,769,1442,86,8.2,3.55,45383,No,"December 11, 2024",3 years,13,291,12:1,High,Weak,"Labs, Libraries, Sports facilities",Yes,No,85,111161,$49M annually,Yes,None,"Sports, Clubs, Hackathons",Yes,USA,Alumni_49,Hindi
342,College_342,"London, UK",103,Public,Mechanical Design,338,55,719,1291,95,9.0,2.85,52994,No,"December 27, 2024",4 years,58,315,17:1,Low,Strong,"Labs, Libraries, Sports facilities",Yes,No,80,56428,$44M annually,Yes,None,"Sports, Clubs, Hackathons",No,India,Alumni_13,Mandarin
343,College_343,"Mumbai, India",10,Private,Robotics,325,61,770,1333,101,7.8,3.04,46207,No,"December 27, 2024",3 years,37,412,10:1,Low,Medium,"Labs, Libraries, Sports facilities",No,Yes,82,94956,$63M annually,No,None,"Sports, Clubs, Hackathons",No,USA,Alumni_96,Hindi
344,College_344,"Mumbai, India",39,Public,Data Science,334,83,646,1420,109,6.0,2.63,25450,Yes,"December 23, 2024",1 years,68,150,17:1,Medium,Medium,"Libraries, Sports fields",No,Yes,88,135414,$12M annually,Yes,ABET,"Clubs, Music",No,India,Alumni_9,Hindi
345,College_345,"London, UK",243,Public,Robotics,336,56,622,1556,97,6.5,2.71,23179,Yes,"December 23, 2024",3 years,79,209,17:1,High,Strong,"Recreational Centers, Labs",No,Yes,77,55790,$36M annually,Yes,None,"Clubs, Music",No,Japan,Alumni_1,Mandarin
346,College_346,"Mumbai, India",285,Public,Mechanical Design,319,79,797,1306,112,8.1,3.26,46696,Yes,"December 7, 2024",1 years,28,429,14:1,High,Weak,"Labs, Libraries, Sports facilities",Yes,No,53,115136,$47M annually,Yes,ABET,"Clubs, Music",No,USA,Alumni_76,Japanese
347,College_347,"Mumbai, India",77,Public,Machine Learning,299,96,679,1562,98,7.4,2.89,40808,No,"December 3, 2024",3 years,29,454,16:1,Medium,Weak,"Labs, Libraries, Sports facilities",Yes,Yes,93,64465,$73M annually,Yes,ABET,"Sports, Clubs, Hackathons",No,UK,Alumni_11,English
348,College_348,"California, USA",20,Public,Robotics,295,100,771,1566,88,8.5,2.74,20544,Yes,"December 25, 2024",1 years,14,121,20:1,Medium,Weak,"Libraries, Sports fields",No,Yes,91,75517,$93M annually,Yes,ABET,"Clubs, Music",No,Japan,Alumni_6,French
349,College_349,"London, UK",110,Private,Mechanical Design,294,66,673,1310,106,8.8,3.25,11835,Yes,"December 6, 2024",2 years,14,108,7:1,Low,Strong,"Dorms, Labs",Yes,No,82,50824,$100M annually,Yes,ABET,"Clubs, Music",Yes,Germany,Alumni_77,English
350,College_350,"California, USA",294,Private,Robotics,328,53,714,1324,119,6.5,3.27,32098,No,"December 1, 2024",2 years,15,350,15:1,Low,Weak,"Labs, Libraries, Sports facilities",Yes,Yes,64,92775,$98M annually,Yes,None,"Sports, Music",Yes,Australia,Alumni_46,Japanese
351,College_351,"Sydney, Australia",208,Private,Data Science,336,59,669,1249,92,8.3,2.63,34240,No,"December 28, 2024",3 years,49,246,8:1,Medium,Medium,"Libraries, Sports fields",No,Yes,64,145693,$43M annually,Yes,ABET,"Clubs, Music",No,India,Alumni_47,Mandarin
352,College_352,"Mumbai, India",157,Public,Machine Learning,321,70,771,1397,98,8.5,2.59,31763,No,"December 19, 2024",2 years,17,474,17:1,Low,Medium,"Libraries, Sports fields",Yes,Yes,51,120098,$11M annually,No,None,"Sports, Music",No,USA,Alumni_46,Mandarin
353,College_353,"California, USA",160,Private,Robotics,308,91,686,1309,81,6.2,3.56,47440,Yes,"December 31, 2024",4 years,48,494,8:1,High,Medium,"Libraries, Sports fields",No,Yes,80,77356,$87M annually,No,ABET,"Clubs, Music",Yes,USA,Alumni_14,Mandarin
354,College_354,"Tokyo, Japan",110,Public,Cyber Security,294,98,712,1549,106,8.6,3.51,44755,Yes,"December 16, 2024",3 years,19,164,6:1,Low,Medium,"Labs, Libraries, Sports facilities",Yes,Yes,58,108032,$70M annually,Yes,ABET,"Clubs, Music",Yes,Australia,Alumni_90,Mandarin
355,College_355,"London, UK",10,Private,Robotics,301,93,691,1399,85,9.0,3.18,17640,Yes,"December 22, 2024",3 years,40,391,18:1,Low,Weak,"Dorms, Labs",Yes,Yes,82,53907,$100M annually,Yes,None,"Sports, Clubs, Hackathons",Yes,India,Alumni_48,Japanese
356,College_356,"California, USA",190,Private,Cyber Security,329,54,716,1316,96,8.4,2.88,33809,Yes,"December 18, 2024",4 years,33,341,19:1,Low,Strong,"Recreational Centers, Labs",Yes,Yes,83,128358,$92M annually,Yes,None,"Sports, Clubs, Hackathons",Yes,India,Alumni_11,Mandarin
357,College_357,"Sydney, Australia",280,Private,Machine Learning,307,63,767,1497,82,8.7,2.92,40626,No,"December 9, 2024",1 years,39,262,17:1,Low,Strong,"Labs, Libraries, Sports facilities",Yes,No,50,147473,$21M annually,Yes,None,"Clubs, Music",Yes,Australia,Alumni_64,German
358,College_358,"Sydney, Australia",169,Private,Mechanical Design,332,65,770,1424,108,7.7,3.26,28356,Yes,"December 9, 2024",4 years,14,94,8:1,High,Medium,"Recreational Centers, Labs",No,No,52,138963,$79M annually,No,None,"Sports, Clubs, Hackathons",Yes,Japan,Alumni_67,Japanese
